<<<<<<< HEAD
1.959627110040584527e-03 5.335718801704360248e-02 2.230815053008848754e-03
1.727079342074196514e-03 5.783840839253585192e-02 2.164629631737800906e-03
1.400493509674674477e-03 5.854287708725983141e-02 2.102613379217705119e-03
1.073980747365755207e-03 5.929260312741108790e-02 2.040592867284037916e-03
6.143474654957366071e-06 4.061914006288404604e-04 1.356769201539521209e-05
7.453367466421344928e-04 6.009331124160426085e-02 1.978149350771214385e-03
4.189727597256467993e-04 6.093423486610178436e-02 1.916120670352404768e-03
9.268406062749767380e-05 6.182089490293925932e-02 1.854088108404306845e-03
-2.106135033069419789e-04 6.179007594851577967e-02 1.795935012739838937e-03
-4.910222469266247933e-04 6.083868410786567871e-02 1.741661501191716418e-03
-2.749701828703971342e-04 2.423292683904723979e-02 6.814003715183671516e-04
-8.837540892400765329e-04 5.956135670162354678e-02 1.665672876596198827e-03
-1.164346287934886134e-03 5.870523611286420501e-02 1.611391081428081287e-03
-1.445013610699873684e-03 5.788977011952051860e-02 1.557106022186337995e-03
-1.725755184348060946e-03 5.711479485784790033e-02 1.502817808864930806e-03
-1.877517683473799463e-03 5.475011434751046041e-02 1.452200496060619727e-03
-1.900474128143434102e-03 5.077787868150099304e-02 1.405254186334538389e-03
-1.923762448581459823e-03 4.681864013682483089e-02 1.358305030211985230e-03
-8.410407316125519106e-05 1.959112300411899182e-03 5.793001346424489912e-05
-1.948421236145244512e-03 4.269470125084566525e-02 1.309313509922906734e-03
-1.972383054331610687e-03 3.875914721114661482e-02 1.262358833021921724e-03
-1.996672488748370885e-03 3.483416369643590332e-02 1.215401599256244088e-03
-2.021288391171680975e-03 3.091895809188400374e-02 1.168441903769686357e-03
-2.046229747286255115e-03 2.701273968535029130e-02 1.121479841711038421e-03
-2.071495676368131662e-03 2.311471952145100969e-02 1.074515508233876921e-03
-2.097085430993995102e-03 1.922411025595029826e-02 1.027548998496371178e-03
-2.041859852454120782e-03 1.266333365880170821e-02 9.838060055980819407e-04
-1.906104916377978102e-03 3.420134834896970590e-03 9.432866181690127173e-04
-1.771101707321647185e-03 -5.836026895882043264e-03 9.027653203694314303e-04
-1.636849740169048347e-03 -1.510702297578479271e-02 8.622421943004583613e-04
-1.503348846187796319e-03 -2.439472807087299938e-02 8.217173220669102707e-04
-1.370599173568277929e-03 -3.370102041709618218e-02 7.811907857771355993e-04
-8.215473865902981579e-05 -2.461280341622271856e-03 4.798477190642376256e-05
-1.230300737740302585e-03 -4.362717202652003495e-02 7.381020840441714992e-04
-1.099103036704214900e-03 -5.297728512115229549e-02 6.975723738617990851e-04
-1.046621201555491014e-03 -6.010322451955477097e-02 6.599221260769756433e-04
-7.984027016834640764e-04 -4.823710424229553373e-02 4.700125308524374869e-04
-1.092324614927870979e-03 -6.867791767725496543e-02 5.991900244328943886e-04
-1.119013431317284488e-03 -7.358803656872778265e-02 5.644171500963654584e-04
-1.150585543663298167e-03 -7.613142044992869673e-02 5.323587656697728382e-04
-7.198449846551632607e-04 -4.676749375420991700e-02 3.103692119043987684e-04
-1.208941505342391249e-03 -7.643671315264917443e-02 4.851103878979899555e-04
-1.245181595872634156e-03 -7.662948822286481942e-02 4.557649475551296789e-04
-1.281448348845603364e-03 -7.683474506625184719e-02 4.264185845968879022e-04
-1.245016760898844848e-03 -7.565032308142306816e-02 3.996279710268065433e-04
-1.135738656467156311e-03 -7.308576331575722396e-02 3.753931611202532769e-04
-8.491596292602514827e-04 -5.814567467330710587e-02 2.895494320639803529e-04
-9.364514523840757661e-04 -6.848333624731711700e-02 3.312959397958295418e-04
-8.266356101811824257e-04 -6.598980589183728318e-02 3.070591134760271746e-04
-6.811059611589400818e-04 -6.154780420861145213e-02 2.852628353407797774e-04
-2.291642425192825323e-04 -2.378447543988656751e-02 1.125457323008152027e-04
-4.243504247447416446e-04 -5.250686275242879425e-02 2.578835917160618202e-04
-2.421851185735637141e-04 -4.615935709271978826e-02 2.385271562669323520e-04
-5.951913928917291206e-05 -3.983998917398266087e-02 2.191702382877452524e-04
9.401204722551898061e-05 -3.237392987143125622e-02 2.020905472466152225e-04
2.185335462510503367e-04 -2.375567573113164868e-02 1.872881177393857593e-04
2.889720640385020308e-05 -1.927099419882625673e-03 1.801395586547025333e-05
3.563580367917376581e-04 -1.428171799839775269e-02 1.709960232730476065e-04
4.823239707823306585e-04 -5.698088537605239430e-03 1.561928328032808027e-04
6.089773708804422639e-04 2.871579684682271354e-03 1.413893265714194947e-04
7.363186830716243487e-04 1.142902022953207371e-02 1.265855345605353718e-04
8.643486457941010554e-04 1.997596394537168654e-02 1.117814867542767701e-04
9.596043479757213404e-04 2.819559130100025152e-02 9.896205208242698625e-05
1.022052698258694428e-03 3.609406659503352349e-02 8.812725650726740381e-05
1.085141832726495368e-03 4.399378577222532588e-02 7.729228302352438051e-05
1.148873351533875918e-03 5.189634566222348089e-02 6.645715357190184937e-05
1.213249124650637913e-03 5.980334340395049297e-02 5.562189009341793171e-05
8.658840312218371062e-04 4.557702968129650339e-02 3.175530003035826801e-05
1.119053368785659434e-04 6.042572713772573559e-03 3.685682254828616257e-06
1.287654479133845068e-03 6.855262188797749123e-02 3.864608096929263370e-05
1.283322198327233044e-03 6.749911704552642722e-02 3.156150096223705065e-05
1.278919709458681579e-03 6.646023644733620173e-02 2.447685758244259746e-05
1.274449259914398362e-03 6.543576788272355282e-02 1.739216517044136576e-05
1.269913061838568022e-03 6.442550183652090423e-02 1.030743806686356915e-05
1.265313292614994199e-03 6.342923145029177867e-02 3.222690612408304514e-06
1.260652095341734851e-03 6.244675248403048357e-02 -3.862062852185531738e-06
1.255931579298822948e-03 6.147786327842184873e-02 -1.094680798616811986e-05
1.208027666745129132e-03 5.571767194515618582e-02 -1.648917099699670775e-05
1.116426806997892563e-03 4.517079675567008817e-02 -2.048914066962645973e-05
1.023998870049284277e-03 3.464268752524174433e-02 -2.448906836653364484e-05
9.307448423382702661e-04 2.413121190204671820e-02 -2.848894599846936413e-05
8.366653510350783923e-04 1.363424094813180457e-02 -3.248876547628628468e-05
7.417606645710101473e-04 3.149648746050008347e-03 -3.648851871095594955e-05
6.460306930967231551e-04 -7.324687993508927769e-03 -4.048819761358462410e-05
3.392559631818696606e-04 -9.400419391827480320e-03 -2.603906491577986340e-05
4.914500272072940814e-04 -2.404990654518986484e-02 -4.687396449955298178e-05
3.387803536392760173e-04 -3.022687939904566620e-02 -4.980980570301330986e-05
1.221746315924810463e-04 -2.599935739964860659e-02 -4.181101619957389192e-05
-3.791567477563667811e-05 -3.364572652810896708e-02 -5.320285127497793447e-05
-2.362978693697735492e-04 -3.201286270764085867e-02 -5.414628866841325578e-05
-3.304777739914058795e-04 -2.227343028115879794e-02 -4.396771260254566435e-05
-5.774692033026114502e-04 -2.270257011326225552e-02 -5.417432706286104708e-05
-7.651639113121634465e-04 -1.753838202674276939e-02 -5.418895257973642139e-05
-9.524468491664563573e-04 -1.235899372194725065e-02 -5.420346804839808310e-05
-1.090908112655714643e-03 -7.189697944176685722e-03 -5.350223575900773826e-05
-1.180551227035119607e-03 -2.035963567030952149e-03 -5.208525714937889173e-05
-4.879468435978525503e-04 6.129269752278259775e-04 -2.005921273137776639e-05
-1.304788966427903067e-03 5.143190783754090015e-03 -5.011383192162285086e-05
-1.393462445678004310e-03 1.031908634472874543e-02 -4.869660510632554978e-05
-1.481731274447412299e-03 1.550604832176862534e-02 -4.727927946349287359e-05
-1.569595364353406405e-03 2.070512723112548012e-02 -4.586185788213106303e-05
-1.657054449687319752e-03 2.591737614695775391e-02 -4.444434325142918241e-05
-1.744108086998963445e-03 3.114385089592349581e-02 -4.302673846075267541e-05
-1.830755654650406466e-03 3.638561025077526045e-02 -4.160904639966027862e-05
-1.941587309558653711e-03 3.418094001787721353e-02 -3.983728921905114524e-05
-2.077402587224147675e-03 2.453267882682202972e-02 -3.771147052613484481e-05
-2.214010152509042484e-03 1.490329508705695929e-02 -3.558557538446355055e-05
-2.396246694386504773e-03 -1.001530820338653732e-02 -3.342079827515357558e-05
-2.625754225653271785e-03 -5.022218869603492508e-02 -3.121714360194563156e-05
-2.858518402859621527e-03 -9.041633248262728739e-02 -2.901342569128229155e-05
-2.918252030966008489e-03 -1.114797775528480889e-01 -2.686896908333007638e-05
-2.099203237701146967e-03 -8.228362831923154153e-02 -1.906571415737641536e-05
-2.512879880300923716e-03 -9.663775370347153781e-02 -2.319094808793591446e-05
-2.236207795672004450e-03 -8.414852845616130339e-02 -2.110087871899646645e-05
-1.958559698305724784e-03 -7.170500039274664561e-02 -1.901076669263467505e-05
-1.679937141555984653e-03 -5.930464938231493760e-02 -1.692061626133410182e-05
-1.400341254422113411e-03 -4.694496428186012427e-02 -1.483043167759718867e-05
-1.119772743128151244e-03 -3.462344247380271661e-02 -1.274021719399125684e-05
-8.382318924705457535e-04 -2.233758940484309105e-02 -1.064997706313096486e-05
-6.488531940128807558e-04 -1.505784447554751014e-02 -8.935743650966950367e-06
-5.521701049042666365e-04 -1.277021762969979442e-02 -7.597520448168005760e-06
-4.553148308218616237e-04 -1.049506006065237772e-02 -6.259282070114774567e-06
-3.582873882370220058e-04 -8.231909828720615496e-03 -4.921031245492709460e-06
-2.610877161055677638e-04 -5.980307561790810730e-03 -3.582770703020594285e-06
-3.618975891190104999e-05 -8.326300198182733266e-04 -4.962985050060922782e-07
-1.464294138883442281e-04 -3.332739797411905965e-03 -2.008112043213449814e-06
-4.885309199687340453e-05 -1.104559312682535863e-03 -6.698397761481504062e-07
-1.217200719108073269e-09 9.009253658864685013e-07 -1.027064771259216032e-10
>>>>>>> 7f5bcf3 (adjusted intermediate point 0.5m_local, resolved)
